,File,Schema
93,yellow_2016-10.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
94,yellow_2016-11.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
95,yellow_2016-12.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
96,yellow_2017-01.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
97,yellow_2017-02.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
98,yellow_2017-03.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
99,yellow_2017-04.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
100,yellow_2017-05.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
101,yellow_2017-06.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
102,yellow_2017-07.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
103,yellow_2017-08.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
104,yellow_2017-09.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
105,yellow_2017-10.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
106,yellow_2017-11.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
107,yellow_2017-12.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
108,yellow_2018-01.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'double')]"
109,yellow_2018-02.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
110,yellow_2018-03.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
111,yellow_2018-04.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
112,yellow_2018-05.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
113,yellow_2018-06.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'bigint'), ('trip_distance', 'double'), ('RatecodeID', 'bigint'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
114,yellow_2018-07.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
115,yellow_2018-08.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
116,yellow_2018-09.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
117,yellow_2018-10.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
118,yellow_2018-11.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
119,yellow_2018-12.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'int'), ('airport_fee', 'int')]"
120,yellow_2019-01.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
121,yellow_2019-02.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
122,yellow_2019-03.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
123,yellow_2019-04.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
124,yellow_2019-05.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
125,yellow_2019-06.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
126,yellow_2019-07.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
127,yellow_2019-08.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
128,yellow_2019-09.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
129,yellow_2019-10.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
130,yellow_2019-11.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
131,yellow_2019-12.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
132,yellow_2020-01.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
133,yellow_2020-02.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
134,yellow_2020-03.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
135,yellow_2020-04.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
136,yellow_2020-05.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
137,yellow_2020-06.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
138,yellow_2020-07.parquet,"[('VendorID', 'bigint'), ('tpep_pickup_datetime', 'timestamp'), ('tpep_dropoff_datetime', 'timestamp'), ('passenger_count', 'double'), ('trip_distance', 'double'), ('RatecodeID', 'double'), ('store_and_fwd_flag', 'string'), ('PULocationID', 'bigint'), ('DOLocationID', 'bigint'), ('payment_type', 'bigint'), ('fare_amount', 'double'), ('extra', 'double'), ('mta_tax', 'double'), ('tip_amount', 'double'), ('tolls_amount', 'double'), ('improvement_surcharge', 'double'), ('total_amount', 'double'), ('congestion_surcharge', 'double'), ('airport_fee', 'int')]"
